iPhone 7 Plus	32GB	Black	Kunde	5	Absolute buy recommendation	2019-01-14	de	The device convinces with its complete package of excellent camera, large, bright display and simple and handy operation. The device has been in use for half a year now and runs as smoothly as on the first day, even if it happens once or twice before has fallen down. To the completely water resistance, I can not give any information. All in one, an absolute buy recommendation.	1
iPhone 8 Plus	64GB	Gray	Alex Missio	5	Super purchase!	2018-10-22	it	There is not much to say about apple products, they are machines that work great! I bought online because of the price that was unbeatable in that period and it went very well for me	1
iPhone 7	128GB	Black	LAHMIDI	5	Satisfaction total !	2018-03-21	fr	I was super suspicious about the authenticity of the iphone. I received the product very quickly and immediately began checking against the little anti Fake guide on Youtube, everything is consistent. Call directly to Apple to verify the IMEI number, also conform and they confirmed that had a good product with warranty. Total satisfaction	1
iPhone 7	128GB	Argent 	G. W.	5	A must for Apple fans	2018-01-09	de	I already had a 5-series iPhone before, I am very excited about this new one and not disappointed in any way. I deliberately waited with the review to gain enough experience. I would buy this 7-er again and again	1
iPhone 7	128GB	Argent	Client d'Amazon	5	The best phone	2017-02-28	fr	For me it is the best phone of the moment I have to order one for my wife who really hang on the iphone 7	1
iPhone 7	128GB	Black	Kokosnuss	5	As always great, only with slight habituation problems.	2018-02-15	de	I bought the iPhone 7 with 128 GB purchased as a retreaded product. It looks like new! To the iPhone itself, everything has already been said, I try to supplement: since I once again skipped a few models (previously had the 5S) I had to get used to something in terms of operation. The now-side lock button causes the phone, I always accidentally turn off, although I only want to carry it through the area. But only as a small anecdote. Can you get used to it? Touch ID is much better than the 5S. However, you have to be careful that you do not unintentionally unlock the phone in your pocket. Luxury problem. The phone is very fast, so far there has been no dropouts and it is running very stable overall. It is great in the hand, where I recommend a sheath to people with smaller hands, otherwise it can slip out of the hand due to the smooth surface sometimes times. Top product!	1
iPhone 7	32GB	Matt Black	Cliente Amazon	5	Great price!	2017-08-22	it	For the price I paid for it was absolutely worth it, fully functional, original Apple. You can trust them!	1
iPhone 7 Plus	32GB	Black	esam torky	5	Five Stars	2016-10-24	us	I relay in love with this one	1
iPhone 7	32GB	Gold	Jennifer	5	Love it	2017-07-02	uk	Perfect phone. Packaged well.	1
iPhone XR	64GB	White	Client d'Amazon	5	Super !	2019-05-20	fr	Awesome ! I stayed on my iPHone 7 for almost two years. Nothing to see ! Photo quality and sound at the top, it's a real pleasure	1
iPhone 7	128GB	Argent 	Joerg B.	3	Another iPhone - not a quantum leap!	2017-01-15	de	An iPhone halt (I'm still satisfied!) - But no real difference to the iPhone 6th A step I could have saved me.	1
iPhone X	64GB	Argent 	mario di gennaro	5	Best Purchase	2019-03-31	it	Fully functional product, to be purchased absolutely	1
iPhone XR	64GB	White	Tom	5	Satisfied !	2019-04-12	de	From 6 to XR. Bigger, heavier and thicker but nice to watch video clips on big screen. Much less battery consumption. Photo & Video quality developed !	1
iPhone XS Max	64GB	Space Grey	paul	3	"Cost, compatibility, battery life."	2019-07-05	uk	Not so good battery life, expensive for what you get and a lot of software just is not compatible with it.Build quality is very good, second to none. great colours on screen. Notch at top not really bothering me although it is noticeable when full screen on movies or YouTube.	1
iPhone 8 Plus	64GB	Argent 	Zoen	5	Superb !!!	2017-11-19	it	The phone really deserves! Fast and responsive! A real splinter! Wonderful to see and even if it is similar to the others it is different anyway! The glass is also an elegance that I like very much including the weight that in the end gives it that sense of resistant object! I highly recommend it! !	1
iPhone X	64GB	Space Grey	Cliente Amazon	5	Amazing	2018-07-26	uk	Wonderful product and service, I highly recommend this phone	1
iPhone XS	256GB	Gray	Martina	4	Too bad for the battery :(	2019-01-19	it	Perfect delivery! On the product nothing to say, I made the return because the battery had problems and because being a gift for my mother was too "complex": after a day of use had a percentage already reduced by 15%. Impeccable Amazon assistance, I will buy a lower model just for the convenience of the gift recipient!	1
iPhone XR	128GB	White	AD	5	"Great battery, big phone, turn on reachability."	2018-12-09	uk	Superb battery life! I no longer need to take my charger outside with me.The size took some time to get used to but enabling ‘reachability’ in the settings made it way easier. This allows you to swipe down on the home bar to bring down the top half of the screen.Apple should have left it on by default instead of making you turn it on by yourself. You can turn on reachability by going to settings > general > accessibility > reachability.	1
iPhone X	256GB	Gray	Nicola Alessandro Meffe	5	Great	2019-07-09	it	Fantastic	1
iPhone 8	64GB	Gray	Kev	5	Great	2018-12-20	it	Satisfied	1
iPhone 7	32GB	Rose Gold	Cesare	5	The best smartphone with the most efficient operating system	2018-10-09	it	Probably the best old generation iPhone left over. Too bad that Apple's updates on older devices always bring some new limitations and a reduction in battery capacity	1
iPhone 7 Plus	32GB	Rose Gold	barbaramaloney	5	Five Stars	2018-06-24	uk	My granddaughter loves this phone would recomened	1
iPhone 6S	128GB	Space Gray	ansich	3	good product except a few exceptions	2019-04-12	de	the biggest advantages are: + manageability + continuous update policy + the performance in games and general (High Singelcoreperfomance) + metal back and impeccable workmanship, feels very round and haptic very well, + very efficient and pleasant typing on the very handy and perfectly developed in-house virtual Keyboard Negative are: - The not really good sounding speaker on the bottom, it has too few midtones and too many high tones, bass is slightly present- Speichernappheit- High quality and fluidity of the video recording micro-bumpers in the system zb if I keep the power button pressed to drive the phone down the bar for swiping in a jerky animation- little Ram but very good Rammangement- if you lightly knock on the screen you can already hear a dull sound -> cavity under the display (feels not valued)	1
iPhone 8 Plus	64GB	Gray	Nicola l.	5	Great	2019-06-21	it	Great	1
iPhone 6s	32GB	Silver	jose bellogrant	5	My friend likes it	2019-03-13	us	like  , gave to a friend as a gift	1
iPhone 8 Plus	64GB	Gray	sandra buganza	5	A wonderful little computer	2018-08-04	it	Perfect. Complete with everything, arrived even earlier than expected. It's a gem, the photos are beautiful, and so are the videos, where you can use the zoom without losing sharpness.	1
iPhone 7	32GB	Matte Black	Hesham	5	Works Great	2019-02-15	uk	I wanted to go for a light-weight small iPhone again after getting the XS. The 7 is the lightest, smallest and well-supported (wrt iOS updates) that I could find. It does the job.The phone was delivered in one day during the busy Christmas period. I was desperate for it as I was travelling at this time. Almost 2 months now, and it works perfectly, no problems at all. As with small iPhones (and smartphones) the battery doesn't last long if you're running heavy workloads like Fortnite, etc.	1
iPhone X	64GB	Argent 	kafave	5	Mega iPhone X 64gb	2019-01-27	de	I'm really excited about the iPhone X The price of 879 euros is not a little, but the performance of the iPhone is just great.	1
iPhone XR	64GB	Coral	volker heinrich	5	Intuitive and affordable.	2019-06-15	de	If you want to buy a reasonably affordable mobile phone with Apple quality is not over here.	1
iPhone 7	32GB	Matt Black	sharon	5	Perfect	2019-06-15	it	Perfect	1
iPhone XR	64GB	Black	Kunde	5	Top Smartphone!	2019-01-11	de	Honestly, I had reservations before buying because the display was criticized because it has a smaller pixel density than the Iphone Xs and Xs Max. However, I have dared to buy and found that the display resolution is more than adequate! That part has the best LCD display what Apple has ever installed in a smartphone. Now, some are wondering why I prefer the Xr to the X. I have decided so because Oled displays tend to einbrennen.Da I the device about 5 years (Apple's update policy is thanks), my decision fell on the XR and I have not looked back! In addition, the battery life is phenomenal, I can easily get through the day (Facebook, whatsapp, Netflix, Games ect!) For these reasons I highly recommend this device, especially because it "only" costs € 795 instead of € 850 (as of 11.1.2019). And I stress it here again: If you are still worried about the display resolution, please test the device on site and you'll see how ridiculous the whole "hate" against the display is. Best regardsA happy iPhone user	1
iPhone 8	64GB	Gray	BP	4	Deliveries and product	2018-12-15	it	The Iphone arrived two days later via a different shipping company than the original one (the seller told me that I had problems with the forwarding agent) The product, although coming from Eastern European countries, is new and in its original packaging intact from Apple. I had no problems with initialization and it works perfectly today. I would recommend the purchase	1
iPhone 8 Plus	64GB	Space Gray	Chahin A	5	Perfect	2018-08-05	fr	Fast delivery, top product.	1
iPhone 8	64GB	Space Gray	Maximilian Ott	5	Super smartphone	2018-02-23	de	Has met exactly my expectations. Significantly cheaper than the iPhone X but, apart from the size of the display, for the normal end consumer like me at least as good.	1
iPhone 7	32GB	Argent 	Sistoco	5	Apple always remains Apple	2018-02-02	it	A smartphone that has features that are still high-end today. Not to mention the screen with excellent backlighting and always clear colors. I recommend the 32 GB version to anyone because it is the right compromise between quantity and price. The operating system always reliable and with an initial phase of fast and intuitive setup, the only thing that really irritated me is that this Iphone (and I believe also the following ones) does not allow you to complete the initial setting if you do not introduce the SIM (which is the smaller version of the usual micro sim, that is the nano sim).	1
iPhone 8	64GB	Gray	SIMONE PREDIERI	5	Very fast shipping	2018-01-06	it	Fast shipment and tip, perfect product, packaging ok, I am very happy to have purchased this product, the transition to iOS was not at all traumatic ... indeed ...	1
iPhone 6S	64GB	Gold	Sirous	3	Good but optical defects	2018-11-28	de	The iPhone is quite good in itself, there are three dents on the frame. The iPhone was described as very good, but it was not stated that the frame has dents. At my request why is it? Write me), what a strong argument :) I will recommend the company limited, previously explicit and require both visual and details,	1
iPhone 7 Plus	32GB	Black	Moonlight	5	Again and again the iPhone	2019-01-06	de	When I got the iPhone 7+ in October 2017 on Amazon, I was fascinated from the first moment. I had the 6s before, wanted to have a bigger and more powerful iPhone. The 7+ has everything in the usual good Apple quality: very good workmanship and handling, great camera, very good configuration, everything runs smoothly (at 6 s was often absolutely not the case!). Despite the size it fits well in the hand and can be operated with one hand (if you do not have little fingers). The adapter headphone port bothers me, unlike other users, not at all. You have to load it every other day, the 6s had to be loaded every day. Basically, I am convinced again and again of the Apple quality and operation, with Android, I would not cope! I am very satisfied and do not want another iPhone at the moment.	1
iPhone 7	32GB	Black	Geno	5	Great buy	2019-02-08	us	Bought it for my son and he loves it	1
iPhone 7	32GB	Black	Wolfgang	4	Apart from the religious war ..........	2016-12-29	de	....... and of course the price I would like to comment on the iPhone 7: 1. WHY IPHONE After traveling to the Android world, I returned to the iPhone 2 years ago. Main reason: iOS runs (at least for me) without problems, fast and absolutely "" smooth "". Sure, you can set more Android and play around but I had no (even high-priced) Android devices that have really run long-term trouble-free. Something always happens at least once a month and of that I just had the channel full. Clearly iOS has many drawbacks as well, and iTunes is now a joke because of the operation, but the operating system is running smoothly and that was the main reason for me again an iPhone kaufen.2. DESIGNShon funny that Apple itself speaks of a "" all new iPhone "" and a new design. Apart from the new antenna design and the modified camera mount, the second speaker grille and the missing headphone jack at the bottom, the part looks just like the iPhone 6 / 6s. Is already an indictment to leave a design from 2014 almost unchanged.3. MISSING HEADPHONE CONNECTORApple is selling the headphone jack as particularly innovative because it promotes future technology. But what is the future technology? Bluetooth? Who wanted, could use the already with the older iPhones. And the Lightning connection? Sure, that is no longer analog and provides a prerequisite for better sound! But I simply do not want to spend a lot of money on wired headphones, which I can only use with the iPhone / iPad. Of course, the new MacBook Pro does not have a Lightning socket. I think it would take more space for a bigger Tactile engine.3. TACTILE ENGINESupper thing! You really have the impression that you really press the button. As wear-free as a mechanical button is a real progress4.CAMERA short: A dream especially in low-light. Although there are several tests that the camera of the Samsung S7 is even better, but I must confess to my shame: I am fully satisfied with this camera! The fact that now also an optical image stabilizer is installed, is just a great thing when filming! 5. DISPLAYMy God, what a mess of Apple - I thought. I was always satisfied with the displays of Apple although in contrast to some Android devices with 4K displays, the resolution offered by Apple despite the marketing technology great term "" retina display "" is almost poor. But what I did not think: the display is actually better! In particular, the color fidelity is great and it's fun to look at photos and movies. BATTERYBy the Apple, oh so much improved battery life I could not find. Sure, the Apple devices are pretty flat and that looks great too. And of course iOS needs less processor power and battery than Android. But a little less flat and for a better battery performance would not be bad. I come (though no power user) just over the day. And this "just" is not enough, dear Apple people. What good is the best-designed device for me when the battery gives up its spirit? 7. FASTBoah, what is this part fast! It's just fun! 8. CAPACITYGood decision from Apple to double the memory compared to its predecessor, especially when you film and photograph a lot. Only: The iPhone with 32GB is much slower than the iPhone with 128GB - should be on the memory controller. Suboptimal! And of course: No slot for a memory card, but that falls a little less with the increase in storage space. Security reasons? Maybe you should think about a good encryption of the memory card. that this can only be used together with the respective device.9. WAASERDICHT TO IP67Na finally, Apple! I do not want to dive with the part, but it calms down if contact with water does not kill the iPhone. But despite a very good protection against water, Apple excludes water damage in the warranty! Huh? Wat now? This is really superficial, Apple! No confidence in your own technology? At least I am very satisfied with the iPhone 7. And that is apart from the religious war between iPhone and Android disciples the main thing, right? Who does not put off the price (although Samsung and HTC are now almost on the same level) gets a good and mature smartphone (with some disadvantages and peculiarities). Therefore only 4 stars.	1
iPhone 8	256GB	Argent 	Gosia	3	Iphone was unpacked.	2019-01-30	de	It came in time, unfortunately it was nicely unpacked, but still looks like new condition. Hope is wa too: /	1
iPhone 7 Plus	32GB	Black	Alexander Knott	5	Top!	2018-02-12	de	Mega awesome smartphone. Operating system and hardware are perfectly matched and it just looks great! If you have a certain budget, do a little more for something good !!!	1
iPhone XS Max	64GB	Argent	Didi 13	5	True certified iPhone at a reduced price	2019-01-02	fr	New iPhone at a reduced price this iPhone and dedicated to sales in China and India but and original Apple no problem for France	1
iPhone XR	128GB	Black	Joelle	5	Super	2019-04-18	fr	Super deal considering the price	1
iPhone X	64GB	Space Gray	Mad-Max	5	Great phone	2018-10-05	de	A very great iPhone especially the pictures are very nice	1
iPhone XS	64GB	Argent	Gathrb	5	satisfied	2018-12-16	fr	Very well	1
iPhone 7	32GB	Black	BERNARD	5	Used iPhone 7 phone in very good condition.	2018-06-09	fr	When I read the description, with a cheap price because it is a used phone, I agreed to buy despite the defects announced: scratches on the device, article delivered without the box. However, when I received it, I had a pleasant surprise, the phone is in very good condition, has no scratches and is well delivered with the box. Thank you Apple Computer.	1
iPhone XS Max	64GB	Argent 	Domenico Zaffiro	5	Perfect product	2019-05-21	it	The delivery was punctual as always. No problems to report. Great	1
iPhone XS	64GB	Gold	Daniel	5	Best Apple	2018-11-07	de	Just dreamlike Apple and I'm really happy with it and have a contract pay less and I think Apple is better because running smoothly and the camera is great	1
iPhone 7 Plus	128GB	Black	François René Courbet	5	Good product.	2019-03-12	fr	Very good product, new, and easy to program.	1
iPhone 7 Plus	32GB	Gold	cinzia bocchi	5	very beautifull	2018-07-04	it	arrived in perfect condition it was for my mother and has with the phone almost a year and wonderfully recommended	1
iPhone 7	32GB	Rose Gold	Amazon Customer	5	Five Stars	2017-06-16	uk	Love it	1
iPhone XR	128GB	Red	Bernd Wingerter	5	completely content	2019-01-30	de	significantly cheaper price than directly from Apple. very fast delivery. I switched from an Iphone 6 plus and very satisfied. The battery has a very long life.	1
iPhone X	64GB	Argent	Kasi kutay	5	Perfect	2018-12-09	fr	As agreed	1
iPhone 7	128GB	Black	Paul A.R.T	5	iPhone 7	2019-03-23	de	VERY FAST DELIVERED.FULLY COMPLETE.HERE CHEAPEST compared to other offers	1
iPhone X	64GB	Argent	pikachu	5	Iphone X	2018-07-31	fr	Purchased during the amazon prime day at a great price I am quite satisfied! This is an iphone X original came sealed and new with a serial number and a warranty valid for 1 year only! The charger is a plug classic European compatible with our French plugs. The box contains lightning headphones and a lightning adapter -> mini jackVery satisfied I recommend. UPS delivery with signature delivery very serious!	1
iPhone 7 Plus	128GB	Black	H. Mc Learnon	5	very nice !	2017-08-16	uk	competitively priced and promptly delivered.	1
iPhone XR	128GB	Black	Elisa	5	Iphone XR	2019-02-18	it	Purchased as a replacement for the 16gb iPhone 6, which no longer had any storage space. Ordered on the afternoon of Friday 15, arrived in not even 24 hours. Amazon's shipping is as usual unexceptionable. Arrived in an anonymous box, inside it I found the original apple box with all the components: various chargers, earphones and booklets. At the moment the phone looks like a great device, I expect it to last at least as long as the predecessor	1
iPhone XR	128GB	Red	Jack Daniels	5	I would buy again	2019-06-16	de	The best IPhone I ever had. The battery keeps loose for 2 days with me. The photos are very good, everything runs smoothly and without dropouts, the display is great (I can not understand the partially voiced criticism), everything sharp and rich in contrast. The price is high, of course, but the performance too. Clear Buy recommendation	1
iPhone 8	64GB	Argent 	Nicolas bouvier	5	Well	2018-12-26	fr	Birthday gift for my mother	1
iPhone 7 Plus	128GB	Silver	blackjazz	5	A stunning piece of technology	2017-05-02	uk	What's not to love about this device?(Apart from the price)I don't by Apple for the image. I buy for the ease of use and the reliability. I've not been disappointed by this iPhone.	1
iPhone X	64GB	Space Gray	francis mariani	5	The beauty of the device and its technology	2018-12-18	fr	Offered to a very satisfied parent	1
iPhone 8	64GB	Gold	Mattia	5	Great	2018-05-29	it	I immediately want to clarify the fast and impeccable service of the seller, I do not add anything else since it is an iphone but it is a phone that I gave and loved, it is very fast and makes extraordinary photos. Highly recommended	1
iPhone 8 Plus	64GB	Gold	dao	5	Quick delivery	2018-09-13	fr	Everything is perfect delivery very quickly	1
iPhone XR	128GB	Black	mike windsor	5	Here's looking at you and only then will it let you in	2019-06-24	uk	As with most apple products if your an apple fan it does what it says on the tin,very easy to set up. Arrived on time c/w sim tool,charger cable and USB plug uk everything so far seems to work, and work well. Comes unlocked so any network can be used.face recognition is pretty cool too.	1
iPhone 7	32GB	Matt Black	Cesare	5	satisfied	2018-01-23	it	Purchased as a gift in order to replace an old 4S. The person who is using it is fully satisfied with clearly improved performance.	1
iPhone XR	128GB	Black	Matteo	5	Great cell phone	2019-01-08	it	High quality phone good value for money	1
iPhone 8	64GB	Space Gray	Didier BOYER	5	Received quickly ...	2018-12-04	fr	Brand new and authentic Apple, received on time and works perfectly. Price ok and nothing to complain about the Amazon service.	1
iPhone 7	32GB	Argent 	Andrea B.	5	Great smartphone	2018-03-26	it	I went from Android to iPhone 7 for the first time and I had a great time, the phone is fast and intuitive, the calls are in high quality and the reception is excellent !! Remarkable the camera, which despite not having high megapixels guarantees always photos at the top !!! I would not go back to Android	1
iPhone XR	64GB	Black	Püppi	5	gift	2019-02-05	de	has pleased the recipient very much	1
iPhone 8 Plus	64GB	Argent 	Áce2018	5	super	2018-11-17	fr	indrostable apple! the best I also note 9 that I regret	1
iPhone 8 Plus	64GB	Gold	Lilian	5	Very good product !	2018-06-05	fr	Conform product nothing to say, c'esg Well an authentic product Apple no doubt number imei tested at Apple! Delivery time respected!	1
iPhone 8	64GB	Gold	Cliente Amazon	5	i phone 8	2018-01-23	it	Great product, all my purchased products are all of the same brand and I feel great, and then it was a very wanted gift.	1
iPhone 8 Plus	64GB	Gold	Seçil	5	Quality changeover, battery with excellent autonomy, smartphone resistant to falls	2019-03-07	it	I made the transition from iPhone 6 to iPhone 8 Plus because the performance and speed of the previous one had become really questionable. With the 8 Plus everything is perfect, the speed is excellent, the performance and autonomy are ideal, obviously the last sti stabilizes after a few days of use when the system recognizes your average usage. Visually, the iPhone 8 is really big but it looks good in the hand, obviously with a good cover, otherwise it slips. The back is now made of glass, which on the one hand is very nice to look at, but on the other hand a potential weak spot and repair of the glass are the risks. Apple uses the A11 Bionic chip on the iPhone 8 and 8 Plus, which puts all the other opponents in the shade.- the camera is probably one of the highlights of the new IPhone 8 Plus. It has a dual 12 MP camera and a 7 MP front camera. Here it is really very possible. The 4K recordings, the vertical mode and the live photos are some keywords. - Touch ID is back on board, this will no longer be the case with the iPhone X. For me, this was a reason not to take the iPhone X, but rather the 8 Plus, since I'm so used to the Touch ID.- the battery should, according to the manufacturer, similar to the 7 Plus, allow about 21 hours of talk time, up to 13 hours of Internet use, 14 hours of video playback and 60 hours of audio playback. Of course, I didn't do these tests in practice, but I can say that the battery lasts all day, I leave the house at 7 in the morning, and when I go to bed in the evening at 11 pm, I still have between 15% and 25% battery .- with iOS 11 already installed, the command center has been reworked and you can configure it yourself. I consider it a great advantage because I can choose what I need and what I don't do. - the screen and the back are covered with an anti-grease layer that makes fingerprints less evident. Compared to the Galaxy S8 of my girlfriend, I can even confirm it.- for me it is a disadvantage that Apple renounces the iPhone 7 and now the 8 on the jack connection. I use my iPhone while driving a car as a navigation device and I also listen to music via iPhone. With my 6 series, I was able to connect the AUX cable and charge the device at the same time. This is now possible only through special accessories, for which you must also spend money again. - the quick charge function on the iPhone 8 is also accessible only if you are ready to spend another 90 ¬ vouchers for the power supply and the charging cable Concluding, I can say that I do not regret at all the leap in quality because we notice how old my iPhone 6 has become. I am very enthusiastic about the speed of my new 8 Plus and the autonomy of its battery compared to my previous phone.	1
iPhone 8	64GB	Gray	ivan	4	iphone 8	2019-02-09	it	Excellent product with no shadow of a doubt, very fast, latest generation processor. I preferred it to the other iPhone models because of its size it fits my hand and fits comfortably in all pockets, while still maintaining a 5-inch screen that is not very small.	1
iPhone 7	32GB	Black	laurie	5	Very satisfied	2017-06-12	fr	We have offered this iPhone 7 to our son for his 19 years, he is delighted does not let go me more selling the fluidity of the screen, the very high quality of photos and videos. He is totally excited. He recommends it without any reservation.	1
iPhone XS Max	256GB	Space Gray	Amazon Kunde	5	Finally it is there	2018-10-19	de	Finally, an iPhone with a large Display.Die color representation of the display is better for me than the competition.The device is running and jerking never.The camera is extremely good.Why not what the next year would like to improve ....	1
iPhone 7 Plus	128GB	Black	walter	5	I phone 7 plus 128GB jet black	2016-10-22	de	Affects iPhone 7 plus 128 GB jet black Language quality conversion no problem Feedback in 3 levels adaptableAccuracy as good as its predecessor about 70 hours runtime at 9 hours UsageColor: very vulnerable to fingerprints but scratched it is nowhere after a week have no cover pass on but EInziger Point of criticism: Handy had a software error I would have to activate it with i tunes as new mobile phone! But no problems then	1
iPhone 8	64GB	Gold	Jessica Henes	5	iPhone 8 (gold)	2018-04-26	de	Very well! It was delivered quickly and the product is flawless. The color is very nice (goes a bit to the rose).	1
iPhone 7 Plus	128GB	Gold	Paolo pp	3	Overrated. It is no better than the competition.	2017-10-19	it	It is a great product, but no more than other similar products. Discount the great limit of Apple's lack of compatibility. It is not possible to create contact groups directly in the phonebook	1
iPhone XR	128GB	White	valentina belvedere	5	iPhone XR	2019-02-01	it	Very good	1
iPhone 8	256GB	Space Gray	joran	5	Super	2018-05-19	de	The price performance ratio is great and I am thrilled. The device works einbanfrei and I'm glad to have bought this IPhone.	1
iPhone XR	64GB	Coral	Bios	5	Beautiful iPhone that depending on the light changes a little color (Pink Orange)	2018-12-30	fr	IPhone change from 6S to XR, the LCD screen absolutely did not bother me contrary to the opinion that it must be an OLED screen (range XS). The borders even thing I absolutely do not no attention, only those who have experienced an iPhone X or XS will see the difference. The photos are of excellent quality, for me this iPhone is more than enough without going into the XS range (much more expensive)	1
iPhone 8	64GB	Space Gray	JBL	5	Everything as desired	2019-06-04	de	Running	1
iPhone 8 Plus	256GB	Space Grey	kai stenning	4	a very good phone	2018-05-15	uk	Another year has passed and a new iPhone (well this time three to be precise) has been released. This review will look at the iPhone 8 in-depth and rate it in a few main categories, such as display, camera, etc. At the end, there will be a summary that will include the advantages and disadvantages spotted and my personal opinion on whether you should upgrade depending on your current iPhone model (if you wish to just see a brief overview, please skip to the end).DESIGN 8/10Ever since the iPhone 6 was released, the design of the iPhone has more or less stayed the same. This isn’t necessary a bad thing as when you first pick up the new iPhone, you will be shocked by how familiar it looks, but it is slightly frustrating that they could not be a little more inventive and switch up the design of the phone. The main change is that the front and back are glass (reminiscence of the iPhone 4/4s) and an aluminium frame “stitches” the two pieces of glass together. It’s cool and beautiful, but we’ve been seeing something similar for 4 years now. As a consequence of using glass for the front and back of this phone, you will notice that it is slightly heavier (at almost 150g) which makes it not only less slippery but gives it a more premium feel to the device and is also less likely to attract fingerprints (due to its oleophobic coating). This year’s iPhone has rolled out in only three colours for the standard and plus models: space grey, silver and gold.DISPLAY 8/10It’s exactly the same with the display of this phone, as it has been “recycled” for what feels like forever. The 4.7 inch Retina LCD display has a pixel density of 326 pixels per inch which is good, but the same as older models. However, this model has a wider colour and brighter display, but this isn’t new as it was also in last year’s iPhone 7. The only difference between the display of the iPhone 8 and ANY older model is the True Tone display which adjusts the display in terms of white balance, brightness and colour temperature, depending on your environment. Pretty cool.OS AND SPECS 10/10The iPhone 8 comes out of the box with the latest iOS 11 and despite being quite buggy when it rolled out, it now runs fantastically smooth. This device is future-proof as it will receive all OS updates for the next 3-4 years. Apart from that, another reason why this smartphone is future-proof is its specs. It has a hexa-core Apple A11 processor which is Apple’s latest and currently the market’s greatest (Benchmark scores can confirm this). It also has 2GB of RAM which is enough for an iPhone to run smoothly and two internal storage options of either 64GB/256GB. My personal opinion is to go with 64GB and save a bit of money as it is more than enough memory for the average user/consumer.CAMERA 10/10Despite being identical on paper to last year’s, the new iPhone outperforms its predecessor in the camera department. It’s a single lens 12MP camera with an aperture of f/1.8, autofocus and a quad-LED flash. It’s as excellent as it is every year with improved quality and detail, especially in low-light conditions. Colours are more vibrant and objects/people look more accurate than ever. The iPhone 8 can shoot 4K video which is awesome and surprisingly stable (it does have OIS) and professional for a phone. The front camera has 7MP with an an aperture of f/2.2 and a Retina Flash and selfies look clear and smooth.BATTERY 9/10The iPhone 8 has a smaller battery than the 7, yet still manages to slightly last longer due to it’s excellent optimisation. The new iPhone has a non-removable 1,821mAh battery which lasts a full day of heavy usage. However, competition has been pushing the boundaries in terms of power and the new Samsung Galaxy smartphones can last two entire days of moderate/heavy usage! Still, let’s be thankful that Apple is slowly making progress in this department and have even implemented wireless charging. Wireless charging is a cool feature but, due to being unbearably slow and charging only 15% in 30 minutes, I prefer conventional cable charging. This phone does have quick charge but you do have to buy a different cable and plug from the Apple Store which is honestly pretty disappointing! Especially considering EVERY brand that offers quick charge, offers it without if’s or but’s (having to buy additional cables).EXTRAS 8/10Not much to say about additional features as almost everything is similar to last year’s. It’s IP67 water-resistant at 1m for 30 minutes. It does include NFC but, as always, can only be used for Apple Pay. However, it does include Bluetooth 5.0 (although there aren’t many Bluetooth 5.0 accessories just yet) and stereo speakers, which are the loudest on an iPhone.OVERALL 8/10Like every year, this is an impressive new iPhone with additional features. It’s familiar and lightning fast with an incredible camera that outshines its predecessors. This phone, despite its bezels, does feel futuristic as it is Apple’s first attempt at a fully wireless smartphone. In theory, this phone has completely eliminated the need to use any ports for charging or listening to audio and although Android has done it first, Apple is forcing us to make use of the wireless technology out there… And I guess, we don’t really have any other choice.PROS +Beautiful, all-glass design+True Tone display+Lightning fast processor+Incredible camera, even in low-light+Good battery life+Instant unlocking through fingerprint sensorCONS-Similar design to previous three models-Need to buy additional accessories for quick/wireless charging-NFC only available for Apple Pay-Still only IP67	1
iPhone 7 Plus	128GB	Black	Monty Moseley	5	Excellent product just as described	2017-12-29	uk	Excellent product just as described.I bought two described as very good and they were like new.I bought one described a good and it had a very slight blemish on the screen which i covered with protective glass.With a 12 month warranty they are great value.I would recommend to anyone i knew.Thank you very much.RegardsMonty Moseley.	1
iPhone 8	64GB	Space Grey	Amazon Customer	4	iPhone 8	2018-04-14	uk	Good	1
iPhone 7	32GB	Argent 	Silvia	5	Highly recommended product!	2017-07-31	it	Initially I was a little wary but reading the excellent reviews I decided to make the order and now I'm super satisfied! Product arrived in excellent condition and fully functional. The package even arrived two days ahead of the scheduled delivery date. The retailer in the mail replies is fast and kind ... what to say, super recommended !!	1
iPhone 8 Plus	64GB	Gold	Brigida	4	It was worth it!! WONDERFUL !!	2018-12-07	it	The phone is gorgeous, it's 100% original !! I was wary at the beginning. I didn't feel like buying this mobile on Amazon. But then I changed my mind and decided to order it. Shipping times were a bit long but not so long, it was worth it !!! If you want an iPhone 8 Plus, I recommend buying it here. At least you can save 120 euros.	1
iPhone XR	128GB	White	Maik T.	5	Gladly again	2019-02-06	de	Everything great	1
iPhone 8	64GB	Space Gray	borel nadine	5	iphone	2018-06-05	fr	super product seller responding to the message reactive, nothing to say that good for the moment I would not fail to return if problem	1
iPhone 6S	32GB	Gray	Cliente Amazon	5	ok	2019-01-10	it	OK thanks	1
iPhone 7	128GB	Matt Black	Fabrizio A.	5	The king of smartphones	2017-07-13	it	It will cost a few hundred euros more, but it remains the king of smartphones. Fast, safe, intuitive, great camera! I will never abandon Apple! Buy it!	1
iPhone XR	64GB	Blue	RAYMOND HEN	5	Price and quality	2019-05-31	fr	Quality and price	1
iPhone 7 Plus	256GB	Black	Jon Faux	5	Does what it says on the tin👍👍	2017-12-07	uk	Love the phone, many thanks just what I was looking for	1
