iPhone 7	128GB	Black	Jean Pierre Perret	4	No document in current languages: French, English or German !!!!!	2017-08-17	fr	Hello, today I received this iphone. Well, 5 days of delivery. But the problem is that all the documents in the box are in Slavic, Czech, Slovak or other !!!! Nothing in French, nor even in English or German! Can you help me ?????	0
iPhone 6S	64GB	Gold	hoai son nguyen	1	His	2016-09-16	de	I would like to give 5 but I ordered the phone on 30 August and now it is the 16 September.Wann the cell phone has arrived at your place?	0
iPhone X	64GB	Argent	veronique	5	Super	2019-02-03	fr	Nickel iPhone. I recommend. Too bad for the price if high	0
iPhone X	64GB	Space Grey	Amazon Customer	3	used iphone X at £699	2018-04-29	uk	A bit over priced for the condition, A bad scratch on the screen.	0
iPhone X	64GB	Argent 	Frontal21	1	Affluent society !!!	2018-05-07	de	The price is hot and Apple has managed to pull the money out of the people! Apple is happy! Those who spend so much money should question themselves and think about his life. As long as there are people who pay the price, Apple will not change its strategy. Some freaks even take out a loan and I'm glad that my Apple share is rising. Customers are people and not purses! Here goes profit before customer loyalty !!! That's why the next Iphone is even more expensive. The price is a slap in the face of the consumer!	0
iPhone 6S	64GB	Space Gray	Thomas Bellach	1	Return	2018-09-26	de	The iPhone lasts only a short time and shuts off at 11%. I will send it back!	0
iPhone 7	32GB	Black	Werner Hauser	1	Black screen on the phone	2019-02-08	de	Good day, the phone is not working anymore, screen is black and will not work anymore. Ask for info as we proceed here. Thanks	0
iPhone 7	32GB	Matt Black	Cliente Amazon	4	Something was missing	2019-04-15	it	The normal headphone adapter was not present	0
iPhone 7 Plus	32GB	Black	SALEILLE	2	beug	2017-11-24	fr	A little disappointed My phone bug so much! That I have to make an appointment at apple for a repair.	0
iPhone 6S	16GB	Space Gray	Eli	1	Camera	2019-02-09	de	Unfortunately, I can not take a picture after a month and I have a lot of problems	0
iPhone XS	64GB	Silver	Abe Addler	1	No Manual Functions on Video Camera	2018-10-29	us	I got the iPhone XS and returned it 3 hrs. later. I'm a filmmaker by trade and thought this could be a breakthrough in filmmaking especially with a high-end 4k camera on board. I got the phone home anxiously opened it up and went to the camera functions right away since that's all I care about, a phone is just a phone otherwise. Well, I shot some 4k footage, looked nice but now I need to see how creative I can get. I looked for the manual shutter speed control, there isn't one. I looked for the manual white balance, there isn't one. I looked. I looked for the manual ISO setting, not there. I looked for the manual aperture setting, doesn't have it. So basically its camera is not intended for any kind of production, it's really a point and shoot. The HDR feature is nice but again, no manual settings. Not production friendly at all. 3 hours later I repacked it and returned it and got the LGV40. Now I'll do a review on that as well but the IPhone XS doesn't even come close to the LGV40 in any shape or form.	0
iPhone 7	128GB	Black	Shéryna	2	Frankly do not recommend it on the net	2017-03-04	fr	The phone itself has good but against since I had this phone I got hacked my account at least 4 times so I changed my card from. I advise people who want iPhone to take it in store is better much better	0
iPhone XS	256GB	Gray	Client d&#39;Amazonhaillard	1	Refund of the difference or return?	2018-11-20	fr	I bought a 256 gb and lil is actually a 64 gb	0
iPhone 7	128GB	Rose Gold	M hamdi	2	Disappointed	2019-06-20	fr	Disappointed my iPhone does not charge gap you put me a Samsung charger.	0
iPhone X	64GB	Silver	Kevin Derenard	1	Not worth it	2018-12-04	us	When got it it was broken and did not work very didupinted	0
iPhone 7	32GB	Rose Gold	Juliana	4	No IMEI on the Amazon receipt- you cant claim insurance!!	2019-03-10	uk	Product is great, I had it for 10 months, after 6 months the battery efficiency started decaying but nothing major.The point that needs attention is the lack of IMEI number within the receipt at your Amazon order. My phone was stolen and I couldn't prove my purchase.	0
iPhone XS	256GB	Argent 	Stefan80339	4	Great phone, expensive repairs, frustrating Face ID	2018-12-21	de	In principle, there is not much to say about an iPhone. Nevertheless, a few comments: - same day delivery in Munich has not worked-the first model came to a fault and did not turn on. Amazon was very fast in exchange and has already sent a replacement before I had given up the old.- Compared to the 6 or 7 model, the phone is really heavy-glass repair costs are really expensive, 591 Eur if front and back are concerned. - I do not have the home button, one-hand operation is virtually impossible - Face ID only works moderately. This one must look at the phone pretty directly. Does it not, because it is e.g. lying flat on a table or in a handsfree, then Face ID is not. Does not work on wet hair, head half in the pillow, etc. Otherwise, of course, it is a sensational phone with great camera and mega display.	0
iPhone 6S	64GB	Rose Gold	Diana  Roth-Watzek	1	Mobile phone broken after 4 days !!!	2018-08-02	de	Am very disappointed. After only 4 days much on that the battery discharges extremely fast. In addition, the display on the edge comes out of the phone. See photos	0
iPhone 8 Plus	64GB	Gray	Saverio	5	Since there are buffaloes around everybody especially on smartphones, I had serious doubts	2018-03-30	it	Since there are buffaloes around everybody especially on smartphones, I had serious doubts, then once I got checked, etc. I absolutely have to congratulate the seller Cheri + that OTTIMOFIDATEVICiao a Tutti Buoni	0
iPhone 7	32GB	Gold	Kahlos Mahn	1	One Star	2017-10-07	us	My iPhone was locked to Straight Talk and had a financed balance!	0
iPhone 7	128GB	Black	Meier Herbert	1	E-waste to be sold prohibited.	2016-10-24	de	Bo Ey how ugly !!!! People the eggshell can never hold the water on a Samsung S8. Never! What a spongy display. Photos do not have 4K quality. If you sit on the trash turns through. Then you are only spied out with Eiertunes. Ridiculous in order to load music onto the gurkophone, this is only possible with Eiertunes. Ridiculous !!!! The warranty of 1 year is also underground. Anyone who supports child labor here is sorry for me. For 1 million euro, I would buy no Eierphone. Since Samsung is 1000 times better in quality and service.IgitigitEIERPHONE NO THANKS	0
iPhone X	64GB	Space Gray	W.Sauer	1	Total scrap	2019-04-06	de	Battery lasts only 7.5 hours with an average of 1 hrs screen time, my old 6 he iPhone has kept 2 days of total scrap .... Best selling the overpriced smart phone in America. My opinion is: total rip-off. I return the 5 day old device	0
iPhone XS Max	64GB	Silver	Julián freire	1	Terrible your service	2019-03-04	us	Respect to send a disaster buy it on Saturday and had to get today but I never what sent i'm not from US and already back my country tomorrow what unfortunate than serious shipments and change date I think disrespectfulRespecto al envío un desastre lo compre el sábado y debía llegar hoy pero nunca me lo enviaron yo no soy de EEUU y ya regreso a mi país el día de mañana qué lamentable que NO sean serios con los envíos y cambien de fecha me parece una falta de respeto	0
iPhone 6S	32GB	Gold	Axelle Ismalun	1	Breakdown	2019-06-25	fr	Phone goes down 3 months after purchase	0
iPhone XS	64GB	Gold	Francisco J.	1	Pesimo producto	2019-05-08	us	No es desbloqueado	0
iPhone X	64GB	Space Gray	Gashahn	5	Is original	2018-12-27	de	Everything fits ... Problem is you have no insurance, i. E. If something breaks you have to pay it yourself ..	0
iPhone X	64GB	Argent 	TeaLow	1	No more Apple innovation and way too expensive!	2018-10-03	de	I have now switched back to Android with a larger display. The only two positive things I liked about the iPhone X were the look and feel and the ability to sync with my other Apple devices like Mac and iPad. Otherwise, the device is just snot. Battery life is not intoxicating, I do not like the operation synonymous, the camera is not better than other, much cheaper devices. In some situations, it is even worse. I find it absolutely ridiculous, why Apple does not finally extend the camera mode times ... professional mode, new filters, etc. All wrong. At IOS, I miss so many opportunities and simplifications that I have with Android, such as Always on display, splitsreen, mirror-share or mirror-screen, fast closing of all apps, etc. For Android, my device connects to e.g. directly after switching on e.g. with my Bluetooth speaker, the iPhone can not do that and I always have to connect the device manually. What bothers me so animal is that always Bluetooth automatically turns on ... what is this shit? I would like to determine if and when I turn on Bluetooth. Did I already mention the missing fast-loading part ?! Since Steve Jobs is no longer with us, it's not really progressing any more and the new iPhones confirm that absolutely. Since one wants to let now the last loyal Apple customers bleed properly, with up to 1600 € for the new devices. Absolutely ill. I do not need to write about the endless problems with IOS and Apple hardware, you can read about it almost every week on the net. So I can only advise anyone from Apple, who would like to do something more than phone calls ... oh yes, there was not something with the reception problem ;-) And if there is now the argument ... at Apple, you get yes for years updates ... may be, but with the blatant weaknesses, I prefer to buy every 2-3 years a new Android Phone for half or a third of the price and then always have the latest software and the latest technology.	0
iPhone XS Max	64GB	Silver	Emran	1	Making fool to buyers	2019-05-07	us	itss locked the phone. even after paying the full amount. why making a fool and playing with work lock to simple prepaid..... making other people fool by using a simple general word so people will pay full.	0
iPhone 8	64GB	Gray	andrea	5	iPhone 8	2018-05-29	it	The delivery service was punctual. The price is great, after three months I didn't see any problems. The box in the back had Cyrillic writing, but when it is turned on the Italian language comes out immediately, so no problem. I contacted the seller to get information about any guarantee in case of problems and they responded immediately. Fully satisfied	0
iPhone X	64GB	Space Gray	Christian Vetter	1	Despite throttling outrageously expensive	2018-11-07	de	Considering that the iPhone X is already throttled by software ... Thus Appel itself attests insufficient performance ... the phone is ultimately still a middle class device. To the current courses one must be pretty simple as a user of the now after throttling the X buys already. Definitely never an iPhone again .. as long as the performance of the devices is not even worth half of the purchase price.	0
iPhone XR	64GB	White	eric c	1	Well too heavy	2019-04-14	fr	I was used to my SE and hoped for more visual comfort with the Xr. The screen is certainly much larger but too heavy to hold with one hand so ultimately not practical at all. I come back happy to my SE that works just as quickly.	0
iPhone 7	128GB	Black	Thomas Gillot	2	.	2019-01-05	fr	The side button does not work and the microphone does not work well we do not hear well when I speak	0
iPhone XS Max	64GB	Gray	Stefano	5	it's an iphone	2019-04-27	it	that's what I wanted, it costs a little too much, but I wanted him	0
iPhone 6S	16GB	Space Gray	Nguyen	3	Fast delivery but headset was missing	2017-03-07	de	The iphone has arrived quickly, but in the iPhone, the headset noted in the description was missing. Condition of the phone: many small scratches on the display but the case everything was ok. Shipping was no longer in the OVP and was done by a luftpolsterbriefumschlag.Alles In all I am only mediocre content with the service	0
iPhone 6S	32GB	Argent	Leon	1	ATOM RADIOACTIVE	2015-10-18	de	The Iphone 6s is the worst radioactive device I've never seen in my life ......... I hate appeal	0
iPhone 8	64GB	Space Gray	Fabien	1	Iphone destined to Eastern Europe, I am disappointed.	2018-06-11	fr	Thank you Amazon for this beautiful Soviet IPhone, you should make it clear that the phone is basically destined for the Eastern European market. But no it's true, you'd have a lot fewer customers. This is the last I buy an iPhone on Amazon.	0
iPhone 7 Plus	32GB	Black	alonso	2	Five Stars	2018-07-31	us	the phone is hardly taking charge.	0
iPhone 7	128GB	Argent 	Erich T.	1	IPHONE 7	2019-02-22	de	The i phone is a built-in mobile phone made of several iPhone has only 3months working then i sent it back then i should pay another 100 € please hands off of such merchants	0
iPhone X	64GB	Space Gray	Heinz Kamen	3	All good	2019-04-14	de	Everything okay	0
iPhone XR	64GB	White	Lilian GATHET	3	Yes, but...	2018-12-11	fr	iPhone XR extra. But no double sim as expected at the base	0
iPhone 6S	64GB	Space Gray	P. Lehmann	2	any time	2017-02-06	de	I use the apple devices since the 3gs generation. At first, getting used to the big screen took some getting used to, but then quickly turned positive. You do not need more to tell the phone, top gerät.Nachtrag, so 3 star deduction.The battery from the iphone does not last long and the problem began already in the warranty, at temperatures below 10 degrees, it simply turns off, although still over 60% charge were. now the hammer, in the guarantee nothing was done by apple, I was fed with the statement, I would use it too much!	0
iPhone XS	64GB	Gold	Amazon Kunde	4	No headphone adapter included!	2018-10-27	de	the performance is as always with Apple the hammer and also the camera and the display are super. Unfortunately, there is no headphone adapter. I think that's a joke for a cell phone that costs over 1000 ¬.	0
iPhone 6S	64GB	Space Gray	Bikermichael	5	Iphone just	2015-12-15	de	Probably the hottest mobile phone on the market. Forget everything that Android as BS has total error. Ihone 6, 5 stars not only because of the superfast processor.	0
iPhone 7	32GB	Black	C. P.	1	Used iPhone 7	2018-08-13	de	I bought an iPhone 7 for a really good price. It was packed as original as my friend's iPhone X. First, it made me suspicious that on the back only the iPhoen data in English was specified. After opening, I much to the 3.5mm jack adapter was missing and to make sure that it is really a new iPhoen I have checked the serial number. Then came the evil surprise! On the iPhone, the 90-day phone support had already expired! -> So no new smartphone as declared, but used! Contact with TI-Trade recorded, the return was approved very quickly! After that it was quiet! It followed no email to inquiries, etc. Only when I contacted Amazon I was promptly answered and then finally the costs Rückerstattet.Ich that's a right scam of those, the ignorant to turn a used iPhone and then do not respond to any contact! DO NOT buy from TI-TRADE -> used goods !!!!!!!	0
iPhone 7	32GB	Gold	PRUNIAUX Marine	5	Awesome	2018-05-16	fr	I hesitated a long time to order a product of this kind on the internet but I'm not disappointed! It's been a year since I have my iPhone 7 and it still works so well!	0
iPhone XR	128GB	Black	Tel	2	Mixed for a product over 800 €	2019-01-04	fr	I'm waiting for the bill I requested. In addition there is a fault in the bottom right. Otherwise the rest looks in good condition like a new one.	0
iPhone 7	32GB	Matt Black	scrittore	3	where the hell can you find a booklet or a file with instructions for use?	2018-04-03	it	a mole of no small importance, no instructions for use either in Italian or in English. those approaching a smartphone for the first time remain a mysterious object. mine shows the display only horizontally and does not move from there. I am forced to return to the technician who set it up. it will be nonsense but with an instruction book I could do it myself. perhaps a downloadable manual exists, but it is a word to find it on the list of sites some of which are suspicious, could I have a suggestion, please?	0
iPhone 7	32GB	Matt Black	Antonino	4	To be evaluated	2019-03-10	it	Too bad it's a smartphone with too many bugs	0
iPhone 6S	16GB	Space Gray	Sarah R.	4	Good in itself, but ...	2017-01-26	de	In itself, I like the iPhone very well, just as it is hald Apple accustomed. However, I have a huge battery problem: If the phone is too cold, it turns off automatically. If you want to turn it back on, there is a sign that the battery is empty, which is not the case (happens even with 50% battery). Very annoying ...	0
iPhone 7	128GB	Matt Black	Davide	1	GREAT SELLER ATTENTION.	2017-10-04	it	I bought the phone, but after a couple of weeks it started to have problems with heating and wifi. On October 3, I submitted the return request, but the seller REFUSED because according to him on August 30th the 30-day period for the restitution.While in reality 27 have passed since the actual delivery as shown in the photo.Among the other Amazon, since he is not the direct seller, he is accepting his position. I made a further complaint and I am waiting for an answer ... but bad at the moment .. Something in Amazon is changing attention.	0
iPhone 8	64GB	Space Gray	Leclercq	1	iPhone reconditioned by Apple. Illusion almost perfect.	2018-08-21	fr	Unbeatable price, 100% brand new iPhone (verified on kelpom.fr which also gives the date of manufacture) ATTENTION SEE MORE BASIPhone bought on Amazon in August and manufactured in May of the same year so very satisfied! 1 year standard Apple warrantyYou can darker! Edit of 04/09: my iPhone is a reconditioned APPLE (serial number starting with C7): I had the chip by ear seeing the 2 screws a little worn by the screwdriver. The serial number confirmed it to me on chipmunk.nl, which I did not find 'right away.	0
iPhone 6S	128GB	Space Grey	Amazon Customer	1	Broken Phone	2019-03-21	uk	I ordered this as I needed an urgent replacement for my existing phone.  I was going to buy second hand but so many reviews said people were having problems with these that I thought I would go for a new one. The phone arrived later than originally advertised and then.. nothing.  Tried to switch it on - nothing.  Charged it, charges it some more, tried a reset, tried everything - it just didn’t work.  So ended up having to return it, and do without the replacement phone I urgently needed	0
iPhone 8	64GB	Gold	Julia Klee	1	Top cell phone	2018-02-05	de	I'm switching from my old iPhone 5s to the iPhone 8 and I'm really excited! Beautiful phone !! Once you have an iPhone, you always want one again. Delivery thanks prime very fast. Update: After 4 months, the phone hangs up suddenly and I can no longer operate the touch. Also, the lock state is no longer cause. I've never had that with one of my iPhones. Neither software update nor reset to factory state has brought something! I look forward to the proposed solution by the seller ..	0
iPhone 6S	32GB	Space Gray	Steven	3	had to return it after one month	2018-09-27	de	home button didn't work any more after one month so I had to return it.It was very pitty since it looked very nice and worked fine but suddely the home button didn't work any more.	0
iPhone X	64GB	Argent	W AUTO	5	Product top .. ups in rotten delivery	2018-03-24	fr	Conforming product..delivery ups rotten .. we run after his parcel.For summary the product is top but I will not recommend anymore because of ups	0
iPhone 6S	64GB	Argent 	Stefan Kretzschmar	1	Steve Jobs would turn in the grave	2016-01-23	de	I changed from the 5s to the 6s, so I'm used to Apple. What strikes me are the small nuances that creep in. This starts with the shorter battery life and continues with the scratching and shaking of the original Apple EarPod plug when I plug the device into my pocket or touch the connector. Sure, I could use my Sennheiser headphones but I do not want that and was not necessary until the 5s because the original accessories reflected a basic quality. Other nuances are the protruding camera, which does not bother me since I use an original Apple leather case. However, it represents a design carver that would have been impossible with jobs. The case shows further changes. The case no longer encloses the whole device but leaves the lower part of the speaker, Lightning and Micro open and unprotected. In addition to the fact that the two lower corners visible not as complex Complete as the old case of 5s leaves it with the overall appearance of a strange taste and makes it appear less high-quality altogether. The only thing that is still accustomed Apple is the price. In conclusion, disappointing for me. The zenith is over. Apart from my remarks, it certainly remains a solid device that its lovers will find. I do not belong anymore and will give it back despite financial loss and hope that my 5s still works.	0
iPhone X	64GB	Argent	Ceste	1	iPhone new but failing	2018-08-19	fr	The iphone was new as indicated / complete box / however series of the iPhone faulty at the battery level so the same evening after recovering the iphone was no longer working ... Apple store / depot / new phone nine after 8 hours - impeccable apple service!	0
iPhone X	256GB	Argent	Hansoloo	5	Iphone x	2018-06-25	fr	I had a doubt, but once I got my iPhone x, I do not have any more !!! Great product and at a price to challenge!	0
iPhone 6S Plus	32GB	Rose Gold	Els Coenen	2	Not satisfied	2019-03-10	de	Battery is not what expected! That is the reason why it took a time to respond. Only a capacity of 85 % and sometimes switches off unexpectedly. I am disappointed of the money spent.	0
iPhone 6S	32GB	Rose Gold	SARR Ousmane	1	The phone does not turn on anymore	2019-06-27	fr	The phone has stopped working after 3 months of use	0
iPhone 8 Plus	64GB	Gold	Lopez-pardo	5	iPhone 8 Plus	2019-06-12	fr	Impeccable packaging nickel phone I have always been since December not disappointed! I was afraid of falling on an empty box or other and not nickel at the same time 2 days I received it at home	0
iPhone 7	128GB	Rose Gold	Fireball3	1	After a year sudden device dead	2018-09-14	de	About a year ago I bought my wife an iphone 7 with 128GB. The said mobile phone looks through the careful use until today as new. Nonetheless, the phone suddenly became boiling hot (source of danger) and has stopped working since then. The warranty expired a few weeks ago - and goodwill is a foreign word at Apple. For a mobile phone that only lasts for one year and is almost injured, the price is in no way justified. We will turn our backs on Apple after this experience and get a device with better value for money - prestige is not everything in life! However, until the said day, the mobile phone has worked well, albeit no better than comparable competing products.	0
iPhone 7	32GB	Black	caleb	1	Don’t recommend buying locked phones	2019-01-07	us	The phone was received locked but simple moble says it is not in their system so they cannot unlock it	0
iPhone XS	64GB	Gold	CS	1	"Buyer Bewarer - Lost music, New headphone"	2019-05-05	us	We purchased this phone through a Verizon trade in.  By far, the worst upgrade in my 10-year history of Apple Phones.  Not only did I lose 65% of all the songs I painstakingly burned and created playlists for, but the headphones end connector has changed as well .  It is non-universal so you will not be able to use the new headphones on planes or other devices like tablets or computers. The music I lost wasn’t pre-cloud.  Nevertheless, Apple Support was very nonchalant about this loss.  They say they are “pushing” all users to subscribe to Apple Music!  Shame on you, Apple!  We’re switching to another product.	0
iPhone X	64GB	Space Gray	Never	2	Processing should be at 900 euros at 100%	2019-01-11	de	Good day, for just under 900 euros, I expect that the device is working properly and processed. After use, I have found that the Mute button on the side of the device has more play, until, for example. from silent to loud, as with the iPhones of my colleagues. Say it wobbles easily if you run a finger over it. After a conversation with an Apple employee, it turned out that this button should normally be rock solid and should not have a game. He also said that as long as it does not restrict functionality, that's not bad, yet a minimal assembly error. It may sound fussy, but with the price I expect 100% quality on a new device.	0
iPhone 7	32GB	Black	Karl	1	The missing headphone jack is a K.O criterion	2017-08-09	de	I have been a big fan of Apple's iPhones since iPhone 4. My last iPhone was an iPhone 6, which I gave away about a month ago, because I received the new iPhone 7 in 256 GB with a new mobile phone contract. For all iPhone 6 converters: the switch is not really worthwhile. The camera is marginally better, the processor is probably faster, but in practice you notice nothing of it. The only other change: the missing headphone jack. This is not an improvement, but a total failure! I think about it every day about the iPhone 7 exchange. The battery lasts a day very difficult. Most of the time I have to recharge during the day. However, this leads to the fact that I always have to take a break when using, so that I can recharge. I talk a lot, listen to music or watch videos from time to time. Then I have to stop in the middle of everything and start charging the phone, because the iPhone does not last the day (with normal use). Really great is the case of calls, where I must either put on speaker or the phone must always hold my ear, because I can not use a headset when charging .. Of course, you could buy an adapter, but is that really useful ?. The provider makes the phones expensive and leaves a connection away. To make up for this, you have to buy an adapter for a lot of money and carry it along permanently, as long as the Driite provider adapter works reliably, because Apple is very rigorous. It hardly has to upgrade iPhone 6 / 6s, but it has a huge disadvantage in everyday life so noticeable that you get the push, you would buy a cell phone for 30 ¬, in fact it is just under 1000 €. Apparently, Apple does not think about that ... I am definitely disappointed for the first time in a long time.	0
iPhone XS Max	64GB	Gold	Victor Hugo Moncayo Tello	1	Bloqueado	2019-02-15	us	El teléfono esta bloqueado para la operadora SimpleMobile	0
iPhone 8	64GB	Argent 	Pseudonym	1	Impossible customer care	2018-04-08	de	If there was no star. When the order arrived, no cell phone was found in the box. The cardboard for such a high-quality goods was a simple cardboard box without additional bonding! After immediate complaint and Rückabwicklungswunsch came only after the second request the statement one had to deal with DHL because only complete "" packages " In my opinion, this can not be the task of the buyer in this non-delivery. In addition, now Amazon with switched on and also the DHL process in the way. Nevertheless, no action / Reaction let alone answer of the seller. My advice: Better fingers away ... have now also only Rennerei!	0
iPhone 7 Plus	32GB	Black	Eric Rawles	1	Phones are not unlocked as advertised. DO NOT BUY PLEASE.	2018-12-27	us	Phones are not unlocked as advertised. DO NOT BUY PLEASE.	0
iPhone 7	32GB	Matte Black	Amazon Customer	1	One Star	2017-04-08	uk	This iphone lokcs on the first sim you use.	0
iPhone XS	64GB	Argent 	Cliente Amazon	3	iPhone XS problema antenna	2018-11-03	it	Antenna problems. I strongly advise against this if you have poor 3G / 4G or LTE signal reception. This is because the iPhone XS antennas have weaker reception than the data signal. It has a weaker reception than my old iPhone 5s (with this the signal is much stronger and more stable). With what it cost it had to be perfect. The IOS 12.1 software update has not solved the problem of signal strength and power.	0
iPhone 7 Plus	32GB	Rose Gold	Amazon Customer	1	Worst service	2017-03-22	uk	Terrible overall	0
iPhone 6S	16GB	Gold	Lars	1	Cheating on Apple 6s	2018-12-10	de	Since I had my device for repair today (display damage) my repairer told me that it was not a new device or the original Apple 6s. He showed me that the battery is not original, it lacked a clip to stabilize the battery and a few small things that were not installed by Apple. Since I bought the device as a new product that is a huge mess and noticed only after 9 months by the exchange of the display. If I could I would give 0 stars.	0
iPhone 6S	128GB	Space Gray	Pfeiffer	3	Fast smartphone, unfortunately very unreliable	2017-01-29	de	Basically, the phone does almost everything it should do. However, the iPhone has problems with a headset, even the original. It just happens regularly that I do not understand people and they do not understand me when I talk to them. Then it only helps a complete reboot, which makes the phone slower and more uncomfortable than any other smartphone. No idea how to afford such aberrations and still be so successful .... Well, otherwise I like the iPhone very much good and does what it should. It has very often and a lot of connection problems, but this can also be due to the telecom. I'd rather get the 6s needed today and be happy instead of throwing my money out the window and being annoyed.	0
iPhone X	64GB	Argent	Client d'Amazon	1	Iphone X reconditioned	2018-11-05	fr	Acceptable lead time, other than that the packaging is mediocre! pack in a simple bubble wrap the phone could have been shocked at any time, the phone itself is in a very average condition, scratch more wear on the side, is the height and the charger iphone included with is a vulgar cable adaptable iphone chinese quality. it is inadmissible in view of the price of the phone of nearly 700e even if it is used to receive and see this type of thing. I do not recommend the seller at all. The phone is delivered alone, without box, earpiece, charger, and instructions. (only with a cable that I do not advise to connect with)	0
iPhone 7 Plus	32GB	Black	Lemmy Morgan	3	The wear level is worst than in the description	2018-11-10	us	Please beware that you can have a copy with a noticeable dent.	0
iPhone 6S	32GB	Silver	OPENSKY RESOURCES	5	Highly recommended that you check	2018-10-16	uk	Highly recommended that you check the phone is not locked with find my iPhone	0
iPhone XS	64GB	Space Gray	Amazon Kunde	1	Not convinced at all	2019-03-12	de	Never experienced such a jerky iPhone. Scrolling on text pages makes it no fun at all as it is almost constantly jerking and shaking. Who believes that would be an isolated incident, the Internet forums are full of complaints about this topic.	0
iPhone X	256GB	Space Gray	Sascha	1	Is just a Samsung IPhone X. Fragile	2017-11-11	de	Without Samsung, the X would not be possible again or cheap Sharp display perhaps. But good cell phone but see there is nothing special. Much too expensive. Then rather a Galaxy S8 if I need a large screen and for daily iPhone 7 And then about 200 ¬ in the bag and 2 Mobilys.Ne. Is of course good phone but worthwhile not at all. According to US insurers, the iPhone X is the most fragile iPhone ever.Also, cold problem and many green stripe on the display. Really embarrassing apple. And that for so much money? Bad	0
iPhone 7	32GB	Rose Gold	Vladimir Astranahcev	4	Everything in order except camera	2018-12-24	de	Works only front camera (makes video and pictures only forward), otherwise ok	0
iPhone 6S	64GB	Space Gray	K.C.	2	Damage!	2018-06-18	de	The smartphone was described as "as new" and should be free of scratches according to the description! Unfortunately this was not the case! The device has a lot of minor scratches, which I did not find so bad, because it is a used device. Unfortunately, this phone had a relatively large Kratzerfas center on the display (in the photo, unfortunately, not so good to see). In addition, it was on the back, faded by using a sleeve with logo cut so much that this was ultimately the reason why I have sent it back (s.Foto). I am a little surprised, because the seller has received good reviews and I therefore ordered. Maybe I was also sent a wrong device. Pity!	0
iPhone 8	64GB	Argent 	Andre K	1	Fast processor and what else?	2017-10-20	de	Actually madness for the device to spend so much money. The bad thing is the LG and Samsung already have borderless displays and I should pay even more for the botch. If I want rimless Apple, should I buy the apple X and pay double the sls at the competition? Fingerscanner simply missing, because you did not get the housed? Sorry apple gave my contract out directly sold. This is murks and next year, all Apple models are guaranteed to be borderless except for the Se.	0
iPhone XR	128GB	Black	MOI	4	Good product	2019-02-22	fr	Cheap, scandalous power adapter for a 800 € phone Fragile charging cable	0
iPhone 8	64GB	Gray	QuintoFabioMassimo	2	Almost perfect...	2018-04-08	it	Beyond the not so modest price, it is certainly one of the best smartphones on the market ... too bad that it has only one flaw: PESA TOO!	0
iPhone 7	32GB	Black	o	3	.	2019-05-16	fr	All niquel air, the problem is that it lacks the lightning adapter to mini jack ..	0
iPhone 7 Plus	32GB	Matt Black	Cliente Amazon	5	As in the picture	2019-01-09	it	As in the picture	0
iPhone XS Max	256GB	Space Grey	Trevor	1	No good having fancy features of you can not make a call.	2019-05-29	uk	Most awful signal reception ever.	0
iPhone 7 Plus	32GB	Silver	Gwasha Goffal	1	One Star	2017-05-05	uk	the iPhone 7 plus is just too big!	0
iPhone 7	128GB	Gold	bibi67	3	satisfied for the moment	2017-03-08	fr	I specify for the moment Car an old phone X PERIA Z3 bought on AMAZON but not sold by AMAZON me a lot of harmPersonne did not want to take care of the service and SONY of course answered me I quote "" not under warranty the tightness "" Too easySo there I bought but not sold by AMAZONJ'wait to see	0
iPhone 6S	32GB	Space Gray	YD	1	A device sold as new which is in fact a refurbished device	2019-03-29	fr	I bought for my daughter an I-Phone 6s with the mention "" NINE "". After 2 weeks, the device breaks down. Going to Apple's Genius Bar, my daughter learns that the device is a refurbished device and that any repairs are at my expense. It is therefore a very negative experience and a false sale. I will send it back and ask for a refund. The seller is not reliable.	0
iPhone 8	64GB	Space Gray	Charles Henri Brenneisen	1	1 year and then goes	2019-04-03	fr	iPhone top, but he died after 1 year to the day ... damage	0
iPhone 7	32GB	Black	.	4	NO NEW PRODUCT	2019-01-28	de	All good except that I did not have a 3.5 blade adapter although it should actually be there	0
iPhone 6S	32GB	Space Gray	Ludovic Fouché	1	Defective battery	2019-03-10	fr	Very disappointed with the battery lifeI think I sold a reconditionne and not a new one	0
iPhone 6S	16GB	Gold	L l	1	Inadequate	2018-04-11	de	Unfortunately, the device was delivered broken and it was a lot of work to get his money refunded! Only possible through a guarantee request	0
iPhone 8	256GB	Space Gray	Gast	3	Goes so	2018-03-05	de	Switch from Android to iOS. I do not know what should be better on the iPhone than on Android. Each fucking app costs something, 6 hours I needed to set up and you can not even design screens as you like. A little weak for a cell phone that can supposedly do everything	0
iPhone X	64GB	Argent 	Deborah A. Landry	4	Smart design, nice packaging	2018-10-25	de	Opening up the little box was not quite as exciting as the experience of unpacking a new iPhone, but very enjoyable. The design with the magnets and the clip is smart; the instructions very helpful. I like the little black rubber in-ear-securing speaker covers with anatomic hook. Unfortunately, one fell off because it was loose on the ear pod. Would buy this product again over other similar ones! Hope I can get a replacement for the rubber-hook cover.	0
iPhone 6S	128GB	Gold	Sara	2	New but scratched!	2018-01-03	uk	New phone, in sealed box came scratched.	0
